1	0.26489812177088523
2	0.10437913859883945
3	0.07150704165299733
4	0.05284924308458964
5	0.04055636055353615
6	0.04119769794245561
7	0.028888496570289135
8	0.031165297764043014
9	0.03413048045088848
10	0.03594157425686717
11	0.02494595220519437
12	0.02134079041166438
13	0.021331390210737784
14	0.016398291310502425
15	0.016433857588304415
16	0.014529070403012965
17	0.013110575938804282
18	0.014956739006770981
19	0.019766700867977407
20	0.015182027231074043
21	0.012624606697095765
22	0.015434892123772038
23	0.011336366490771374
24	0.01558670722362068
25	0.013559126967771186
26	0.015653224972387154
27	0.015097443893965747
28	0.010212756952063905
29	0.014408502417306105
30	0.01362701722731193
31	0.010979988819195164
32	0.013150791637599468
33	0.012735379859805107
34	0.010174506136940585
35	0.009437635489222076
36	0.014215745445754793
37	0.009599384437832568
38	0.01035233230019609
39	0.012079044866065184
40	0.01380603884657224
41	0.013452526285416551
42	0.01669534445843763
43	0.01537378980881638
44	0.009985569967991777
45	0.011677464108086295
46	0.01322462445952826
47	0.009638238594763808
48	0.011467912441326512
49	0.013648376230978303
50	0.009396302358557781
